Experiment,Seed,Pure_TabPFN,BaselineHead,LargeBaselineHead,KGHead_real,KGHead_permuted,KGHead_random,TabPFN_Time,Baseline_Time,LargeBaseline_Time,KGHead_Time,KGHead_permuted_Time,KGHead_random_Time,Repr_Extract_Time,KG_real_minus_Baseline,KG_real_minus_KG_permuted
Tr40_Ft200_Cp2,0,0.858,0.864,0.876,0.91,0.904,0.826,2.0485429763793945,0.20424294471740723,0.36040496826171875,0.8237051963806152,0.7923510074615479,0.8082940578460693,4.504702091217041,0.04600000000000004,0.006000000000000005
Tr40_Ft200_Cp2,1,0.928,0.918,0.922,0.924,0.916,0.918,2.164644956588745,0.21210908889770508,0.35939812660217285,0.8378708362579346,0.817141056060791,0.7663578987121582,4.424700975418091,0.006000000000000005,0.008000000000000007
Tr40_Ft200_Cp2,2,0.936,0.942,0.946,0.936,0.94,0.918,2.107048988342285,0.20585012435913086,0.34536290168762207,0.8130497932434082,0.8094980716705322,0.7718729972839355,4.6131062507629395,-0.005999999999999894,-0.0039999999999998925
Tr40_Ft200_Cp2,3,0.892,0.916,0.916,0.88,0.942,0.86,2.130429983139038,0.1761620044708252,0.34963417053222656,0.7819700241088867,0.7994370460510254,0.7713217735290527,4.584321022033691,-0.03600000000000003,-0.061999999999999944
Tr40_Ft200_Cp2,4,0.872,0.89,0.88,0.878,0.898,0.894,2.2918930053710938,0.1729450225830078,0.30810093879699707,0.7977800369262695,0.8019688129425049,0.7459120750427246,4.331315994262695,-0.01200000000000001,-0.020000000000000018
Tr40_Ft200_Cp2,5,0.91,0.764,0.762,0.884,0.91,0.844,2.2172958850860596,0.19096994400024414,0.33931875228881836,0.7924249172210693,0.7887609004974365,0.7639269828796387,4.492434024810791,0.12,-0.026000000000000023
Tr40_Ft200_Cp2,6,0.902,0.906,0.91,0.918,0.912,0.92,2.197835922241211,0.2426140308380127,0.36853575706481934,0.8648848533630371,0.7780158519744873,0.7983908653259277,4.394895076751709,0.01200000000000001,0.006000000000000005
Tr40_Ft200_Cp2,7,0.912,0.918,0.916,0.938,0.92,0.908,2.211008071899414,0.2859609127044678,0.3371620178222656,0.8755450248718262,0.8209090232849121,0.8668739795684814,4.745984077453613,0.019999999999999907,0.017999999999999905
Tr40_Ft200_Cp2,8,0.918,0.93,0.928,0.916,0.938,0.924,2.2190611362457275,0.17471694946289062,0.3296499252319336,0.8316609859466553,0.8595080375671387,0.8334457874298096,5.088488817214966,-0.014000000000000012,-0.02199999999999991
Tr40_Ft200_Cp2,9,0.91,0.902,0.908,0.896,0.914,0.896,2.3164479732513428,0.1905510425567627,0.3223609924316406,0.9224610328674316,0.7927911281585693,0.8176319599151611,4.489391088485718,-0.006000000000000005,-0.018000000000000016
